1358442177116, 2013-01-17, 18:02:57:116, [wp_site:SCM Lab; wp_post:1; user:krejcar.zbynek], 95.91.115.12, seek_start: 26.518627166748047   26.26, Mozilla/5.0 (Windows NT 6.2, WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358692796430, 2013-01-20, 15:39:56:430, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1958.16, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692801593, 2013-01-20, 15:40:01:593, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1960.79492   1960.59, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692801713, 2013-01-20, 15:40:01:713, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1996.94, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692806002, 2013-01-20, 15:40:06:2, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1998.729319   1998.59, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692806126, 2013-01-20, 15:40:06:126, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2032.19, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692811274, 2013-01-20, 15:40:11:274, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2035.392222   2035.39, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692811396, 2013-01-20, 15:40:11:396, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1996.94, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692826476, 2013-01-20, 15:40:26:476, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2009.947528   2009.66, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692826587, 2013-01-20, 15:40:26:587, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2025.14, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692841669, 2013-01-20, 15:40:41:669, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2031.696303   2031.7, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692841806, 2013-01-20, 15:40:41:806, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 1979.32, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692862520, 2013-01-20, 15:41:02:520, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, [add_annotation; content:Center-of-Gravity Method; time:1988.01458], Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692869554, 2013-01-20, 15:41:09:554, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 1988.582403   1988.58, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692869678, 2013-01-20, 15:41:09:678, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2018.09, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692874646, 2013-01-20, 15:41:14:646, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2020.628843   2020.56, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692874708, 2013-01-20, 15:41:14:708, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2049.82, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692876000, 2013-01-20, 15:41:16:0, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2050   2050, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692876150, 2013-01-20, 15:41:16:150, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2088.59, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692879013, 2013-01-20, 15:41:19:13, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2089   2089, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692879143, 2013-01-20, 15:41:19:143, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2130.89, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692882032, 2013-01-20, 15:41:22:32, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2131   2131, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692882181, 2013-01-20, 15:41:22:181, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2173.19, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692884070, 2013-01-20, 15:41:24:70, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2174   2174, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692884241, 2013-01-20, 15:41:24:241, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2222.54, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692897254, 2013-01-20, 15:41:37:254, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 263.840816   263.6, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692896782, 2013-01-20, 15:41:36:782, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2232.873514   2232.73, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692896908, 2013-01-20, 15:41:36:908, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2261.32, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692897798, 2013-01-20, 15:41:37:798, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 287.72, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692898622, 2013-01-20, 15:41:38:622, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2262.518253   2262.37, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692898748, 2013-01-20, 15:41:38:748, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2293.04, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692899408, 2013-01-20, 15:41:39:408, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 289.277732   289.08, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692899871, 2013-01-20, 15:41:39:871, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 322.19, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692901699, 2013-01-20, 15:41:41:699, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 324.086462   323.85, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692902152, 2013-01-20, 15:41:42:152, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 328.61, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692903118, 2013-01-20, 15:41:43:118, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 329.561383   329.32, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692903524, 2013-01-20, 15:41:43:524, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 336.85, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692906727, 2013-01-20, 15:41:46:727, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 339.961519   339.84, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692906885, 2013-01-20, 15:41:46:885, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 360.54, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692906857, 2013-01-20, 15:41:46:857, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2298.834535   2298.62, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692906988, 2013-01-20, 15:41:46:988, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2321.24, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692911042, 2013-01-20, 15:41:51:42, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, [open_popcorn], Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358692922757, 2013-01-20, 15:42:02:757, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, [add_annotation; content:Transportation Model; time:2330.397777], Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692926670, 2013-01-20, 15:42:06:670, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2330.905759   2330.91, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692926789, 2013-01-20, 15:42:06:789, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2423.47, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692930112, 2013-01-20, 15:42:10:112, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2424.314512   2424.06, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692930271, 2013-01-20, 15:42:10:271, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2451.67, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692932600, 2013-01-20, 15:42:12:600, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2452.847029   2452.75, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692932689, 2013-01-20, 15:42:12:689, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2472.82, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692935767, 2013-01-20, 15:42:15:767, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2473.3617   2473.18, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692936035, 2013-01-20, 15:42:16:35, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2388.22, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692941993, 2013-01-20, 15:42:21:993, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2391.891088   2391.62, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692942143, 2013-01-20, 15:42:22:143, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2402.32, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358692942558, 2013-01-20, 15:42:22:558, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, seek_start: 404.162879   404.16, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692942653, 2013-01-20, 15:42:22:653, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 394.07, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692953782, 2013-01-20, 15:42:33:782, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, [add_annotation; content:Umkehrung des Satzes von Euler; time:401.561269], Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358692990586, 2013-01-20, 15:43:10:586, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, [add_annotation; content:Umkehrung des Satzes von Euler; time:402.201587], Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358692995461, 2013-01-20, 15:43:15:461, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, [open_popcorn], Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358693008599, 2013-01-20, 15:43:28:599, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, seek_start: 404.562629   404.56, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358693008668, 2013-01-20, 15:43:28:668, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 393.38, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358693011358, 2013-01-20, 15:43:31:358, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, [add_annotation; content:Worldwide Distribution: Volkswagen; time:2452.10034], Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358693013647, 2013-01-20, 15:43:33:647, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2454.282244   2454, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358693013795, 2013-01-20, 15:43:33:795, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2501.02, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358693015366, 2013-01-20, 15:43:35:366, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, seek_start: 2502   2502, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358693015508, 2013-01-20, 15:43:35:508, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, videos/6_standortplanung_standortentscheidungen.webm seek_end: 2529.22, Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358693020000, 2013-01-20, 15:43:40:0, [wp_site:SCM Lab; wp_post:1; user:richter.loreen], 84.176.69.30, [open_popcorn], Mozilla/5.0 (Windows NT 6.1, rv:17.0) Gecko/20100101 Firefox/17.0
1358693023850, 2013-01-20, 15:43:43:850, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, [add_annotation; content:Umkehrung des Satzes von Euler; time:402.482721], Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358693054403, 2013-01-20, 15:44:14:403, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, [open_popcorn], Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358693062909, 2013-01-20, 15:44:22:909, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, [open_popcorn], Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11
1358693078299, 2013-01-20, 15:44:38:299, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, [open_popcorn], Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358693109319, 2013-01-20, 15:45:09:319, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 12.160044   11.89, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358693109394, 2013-01-20, 15:45:09:394, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 92.3, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358693117459, 2013-01-20, 15:45:17:459, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 100.28   100.24, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358693120481, 2013-01-20, 15:45:20:481, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 92.56, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358693249880, 2013-01-20, 15:47:29:880, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, [open_popcorn], Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358693300929, 2013-01-20, 15:48:20:929, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, seek_start: 472.800181   472.64, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358693301008, 2013-01-20, 15:48:21:8, [wp_site:SCM Lab; wp_post:1; user:otavova.kristyna], 141.46.229.57, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 4.15, Mozilla/5.0 (Windows NT 5.1, rv:16.0) Gecko/20100101 Firefox/16.0
1358693364145, 2013-01-20, 15:49:24:145, [wp_site:SCM Lab; wp_post:1; user:machova.nikola], 85.70.191.49, seek_start: 1882.133015   1882.13, Mozilla/5.0 (Windows NT 5.1, rv:12.0) Gecko/20100101 Firefox/12.0
1358693364992, 2013-01-20, 15:49:24:992, [wp_site:SCM Lab; wp_post:1; user:machova.nikola], 85.70.191.49, videos/3_netzwerktheorie_ChinesePostmanProblem.webm seek_end: 0, Mozilla/5.0 (Windows NT 5.1, rv:12.0) Gecko/20100101 Firefox/12.0
1358693379593, 2013-01-20, 15:49:39:593, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, seek_start: 2350.000022   2349.83, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358693379758, 2013-01-20, 15:49:39:758, [wp_site:SCM Lab; wp_post:1; user:svobodova.eva], 93.89.144.11, videos/8_scm_logistik.webm seek_end: 2311.56, Mozilla/5.0 (Windows NT 6.1, WOW64, rv:18.0) Gecko/20100101 Firefox/18.0
1358693498254, 2013-01-20, 15:51:38:254, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, seek_start: 411.20424   411.2, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358693498409, 2013-01-20, 15:51:38:409, [wp_site:SCM Lab; wp_post:1; user:vomelova.martina], 83.208.76.226, videos/4_netzwerktheorie_eulertourenHamiltongraphen.webm seek_end: 2.42, Mozilla/5.0 (Windows NT 6.1, rv:13.0) Gecko/20100101 Firefox/13.0.1
1358693521624, 2013-01-20, 15:52:01:624, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, [add_annotation; content:mittlerer Planungshorizont; time:523.9790649414062], Mozilla/5.0 (Windows NT 6.1, WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358693527276, 2013-01-20, 15:52:07:276, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, [open_popcorn], Mozilla/5.0 (Windows NT 6.1, WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358693597323, 2013-01-20, 15:53:17:323, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, [add_annotation; content:mittlerer Planungshorizont; time:532.9409790039062], Mozilla/5.0 (Windows NT 6.1, WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358693601832, 2013-01-20, 15:53:21:832, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, [open_popcorn], Mozilla/5.0 (Windows NT 6.1, WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358693622829, 2013-01-20, 15:53:42:829, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, [open_popcorn], Mozilla/5.0 (Windows NT 6.1, WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358693650827, 2013-01-20, 15:54:10:827, [wp_site:SCM Lab; wp_post:1; user:lukschova.veronika], 62.209.197.2, [open_popcorn], Mozilla/5.0 (Windows NT 6.1, WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358693669087, 2013-01-20, 15:54:29:87, [wp_site:SCM Lab; wp_post:1; user:richter.anke], 188.103.131.145, seek_start: 234.2135772705078   234.21, Mozilla/5.0 (Macintosh, Intel Mac OS X 10_6_8) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358693669168, 2013-01-20, 15:54:29:168, [wp_site:SCM Lab; wp_post:1; user:richter.anke], 188.103.131.145, videos/3_netzwerktheorie_ChinesePostmanProblem.webm seek_end: 1893.39, Mozilla/5.0 (Macintosh, Intel Mac OS X 10_6_8) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358693673503, 2013-01-20, 15:54:33:503, [wp_site:SCM Lab; wp_post:1; user:richter.anke], 188.103.131.145, seek_start: 1896.5997314453125   1896.53, Mozilla/5.0 (Macintosh, Intel Mac OS X 10_6_8) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358693673566, 2013-01-20, 15:54:33:566, [wp_site:SCM Lab; wp_post:1; user:richter.anke], 188.103.131.145, videos/3_netzwerktheorie_ChinesePostmanProblem.webm seek_end: 97.84, Mozilla/5.0 (Macintosh, Intel Mac OS X 10_6_8) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358693675123, 2013-01-20, 15:54:35:123, [wp_site:SCM Lab; wp_post:1; user:richter.anke], 188.103.131.145, seek_start: 99.3594741821289   99.17, Mozilla/5.0 (Macintosh, Intel Mac OS X 10_6_8) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358693675221, 2013-01-20, 15:54:35:221, [wp_site:SCM Lab; wp_post:1; user:richter.anke], 188.103.131.145, videos/3_netzwerktheorie_ChinesePostmanProblem.webm seek_end: 185.11, Mozilla/5.0 (Macintosh, Intel Mac OS X 10_6_8) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
1358693676992, 2013-01-20, 15:54:36:992, [wp_site:SCM Lab; wp_post:1; user:richter.anke], 188.103.131.145, seek_start: 187.60618591308594   187.55, Mozilla/5.0 (Macintosh, Intel Mac OS X 10_6_8) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.52 Safari/537.17
